feat_00,feat_01,feat_02,feat_03,feat_04,feat_05,feat_06,feat_07,feat_08,feat_09,feat_10,feat_11,feat_12_poly,feat_13_abs,feat_14_noise,target,cat_band
0.6156619501163221,-0.3231676657024847,-0.13747726582453446,-2.3330595480418883,-1.8585577422094457,0.9758723352988735,-0.6003563044506193,0.26881235641215423,1.8811264862380057,-0.518637997484576,1.7183639957638757,0.8216907097934663,-0.19896203528093137,0.13747726582453446,-0.49429555357545873,0,Q1
0.24422401528272353,-0.604029885474771,-0.5605563042617121,-2.6212694222875856,1.253016255710391,0.6719789109128453,-2.4129873619205937,0.21920418763358843,-0.07013138074390302,0.6734288127536935,0.16179154060272016,-0.06112835535536831,-0.1475186039814122,0.5605563042617121,-0.19385077996799208,1,Q1
1.6950617175699154,-0.24795420732788961,0.932331544977038,-0.9063904669235909,-0.7044865881072513,1.0829465261895146,-3.4115088685499284,-0.4799681461487265,-1.0591766841344055,-0.5159809893490795,0.41687306259004037,3.463493257266852,-0.4202976845518995,0.932331544977038,-0.21032266138267952,1,Q3
-0.8104944793300645,0.5292999339436693,-1.5080594585042297,-2.394962829136521,0.23106750434101586,1.7567283992282325,-0.8860996180494779,1.3561067142103251,0.33791808430080583,-0.5001526812147293,0.532022432272786,-0.3352395154909129,-0.4289946743711117,1.5080594585042297,-0.02777384944830939,1,Q1
1.6020209552498095,-1.4419103561118092,-2.9323925957721486,-0.2357062600539842,-2.660588762128974,2.810071781485795,-0.2926928330204635,0.9459295852703784,0.621192130491065,0.9531762543293538,0.7890752013999099,0.5262748657917954,-2.3099706060828336,2.9323925957721486,0.16563171570178198,0,Q4
-1.4055321184584035,-0.2731522465199018,0.4841765648939167,0.2773890432773829,-2.9389494335893875,1.3558991442610204,1.6552963835879448,1.3442845752345964,-2.5440408602192335,1.3845049626510342,0.25203397993487703,-0.339251623278477,0.38392425571278965,0.4841765648939167,0.5527629664789919,0,Q4
1.1065184320952215,-0.8915434898545047,-2.9247303120640193,-3.2707712573713987,-1.0119171530560525,2.9015710400023877,-2.052331704248313,0.06970426942928022,1.8583878362728357,-0.650656621336195,-0.3266475631886115,0.4887073134021185,-0.9865093045385086,2.9247303120640193,1.0461936378427301,0,Q1
-0.3366010851997143,0.574386351133876,-1.5312339490879694,-1.3484287481852626,0.36466683742232364,1.9707344457977145,-1.2435640498870104,-0.49736953314026283,0.9358720781961942,0.7145497614635058,0.3090544381042879,1.4053142713674713,-0.19333906911556684,1.5312339490879694,-0.22309171660738986,1,Q2
2.36454027311061,0.1487806348073052,-2.7967772748203235,-0.43526588696002555,-0.49323345993223067,2.501640665003117,-2.776688612096443,-0.17125630482493448,-0.7070109886821476,0.08739142892012171,-0.01605403924858619,1.1186399649508687,0.35179780286083534,2.7967772748203235,-0.5623210459189346,0,Q3
3.0745918120845612,-0.09931433779203207,-1.1654315678449476,1.4238688731699443,-1.8522019409341752,1.085637297491289,-1.4517421518865645,-0.2724269009308716,-0.4415441656462331,-1.9545930044832756,-0.31039680375596906,1.6499122725074469,-0.3053510497979821,1.1654315678449476,-0.28537314687473814,0,Q4
-1.8770759224424436,-0.32888949667080924,-1.1932085789051172,0.1590139449115131,1.2928934014339475,1.4381471135073929,0.34006340942803825,0.7193276018294383,0.7706730268868642,0.16969315797128373,0.4819678270528922,1.2052218105842116,0.6173505553449903,1.1932085789051172,-0.2586442250501861,1,Q4
-0.4793949390617761,-0.9658267708959641,-1.4899845761557076,0.33396135747886757,-3.0016483163739394,2.1894610076844314,1.471293044588368,0.23671712102639317,-1.9186229911767074,0.6785496546210517,-1.874865655501711,-1.006944652919939,0.46301246597790274,1.4899845761557076,-0.7392609951837137,0,Q4
0.6418858884383439,0.3387581622803661,-1.167038917804388,-0.9673824927174439,-2.8664178720898708,1.751250678035421,0.4414487641672396,-0.12839826591760886,0.9807206820947703,-0.06828620776429063,-0.263423635119504,0.3344659497035406,0.21744408396107348,1.167038917804388,-0.881520077681367,0,Q3
-1.7189597594031587,0.09131472861134962,-1.9001513542940809,-4.559960354586278,-2.0950223263011494,2.8354014502078835,0.6811708822750961,-0.38045590416635117,3.382981924714877,-0.6304584541854775,1.6370824079927424,-0.25359664974047935,-0.15696634392373027,1.9001513542940809,-0.2654984775009088,0,Q1
-3.1130151176256993,-1.0446665306312433,-0.7065160120996736,-0.6774168342609138,3.0105712504995523,0.6890649958628587,0.4730069533515827,0.4548758006638433,1.5911547094385037,-0.010939051960085844,0.439842886472828,0.7476385875554905,3.2520627027326507,0.7065160120996736,-0.3962603692163503,1,Q3
-1.0983085828039574,-1.0182539014177285,-2.6454829507910302,-1.6251407318714062,-2.3397141537435737,3.4259138756540044,0.3819111662631619,-1.0859631707417063,-2.4092151051290394,-0.7012495444040763,0.9761386900669211,-1.6817441584320074,1.1183569994007059,2.6454829507910302,-0.44475721481276165,0,Q2
